source,target,extraction_method,relation_type,value
bips:83,bips:45,body_extracted_regex,reference,1
bips:84,bips:32,body_extracted_regex,reference,4
bips:84,bips:43,body_extracted_regex,reference,2
bips:84,bips:44,body_extracted_regex,reference,5
bips:84,bips:49,body_extracted_regex,reference,7
bips:84,bips:141,body_extracted_regex,reference,4
bips:84,bips:173,body_extracted_regex,reference,4
bips:84,slips:132,body_extracted_regex,reference,2
bips:85,bips:32,body_extracted_regex,reference,36
bips:85,bips:39,body_extracted_regex,reference,26
bips:85,bips:44,body_extracted_regex,reference,1
bips:86,bips:32,body_extracted_regex,reference,4
bips:86,bips:43,body_extracted_regex,reference,2
bips:86,bips:44,body_extracted_regex,reference,5
bips:86,bips:49,body_extracted_regex,reference,6
bips:86,bips:84,body_extracted_regex,reference,4
bips:86,bips:341,body_extracted_regex,reference,8
bips:87,bips:32,body_extracted_regex,reference,8
bips:87,bips:39,body_extracted_regex,reference,1
bips:87,bips:43,body_extracted_regex,reference,7
bips:87,bips:44,body_extracted_regex,reference,9
bips:87,bips:45,body_extracted_regex,reference,4
bips:87,bips:49,body_extracted_regex,reference,3
bips:87,bips:67,body_extracted_regex,reference,5
bips:87,bips:84,body_extracted_regex,reference,3
bips:87,bips:129,body_extracted_regex,reference,4
bips:87,bips:174,body_extracted_regex,reference,5
bips:88,bips:32,body_extracted_regex,reference,10
bips:88,bips:43,body_extracted_regex,reference,1
bips:88,bips:44,body_extracted_regex,reference,2
bips:88,bips:45,body_extracted_regex,reference,1
bips:88,bips:49,body_extracted_regex,reference,2
bips:88,bips:84,body_extracted_regex,reference,2
bips:89,bips:3,body_extracted_regex,reference,1
bips:89,bips:32,body_extracted_regex,reference,7
bips:89,bips:340,body_extracted_regex,reference,9
bips:89,bips:341,body_extracted_regex,reference,2
bips:90,bips:9,body_extracted_regex,reference,5
bips:90,bips:34,body_extracted_regex,reference,11
bips:90,bips:65,body_extracted_regex,reference,10
bips:90,bips:66,body_extracted_regex,reference,10
bips:91,bips:9,body_extracted_regex,reference,6
bips:91,bips:16,body_extracted_regex,reference,2
bips:91,bips:66,body_extracted_regex,reference,1
bips:91,bips:141,body_extracted_regex,reference,4
bips:91,bips:143,body_extracted_regex,reference,3
bips:91,bips:147,body_extracted_regex,reference,3
bips:91,bips:148,body_extracted_regex,reference,2
bips:91,bips:149,body_extracted_regex,reference,2
bips:93,bips:32,body_extracted_regex,reference,15
bips:93,bips:39,body_extracted_regex,reference,30
bips:93,bips:173,body_extracted_regex,reference,9
bips:93,slips:39,body_extracted_regex,reference,9
bips:98,bips:116,body_extracted_regex,reference,4
bips:99,bips:9,body_extracted_regex,reference,1
bips:99,bips:12,body_extracted_regex,reference,1
bips:99,bips:16,body_extracted_regex,reference,2
bips:99,bips:17,body_extracted_regex,reference,2
bips:99,bips:30,body_extracted_regex,reference,1
bips:99,bips:50,body_extracted_regex,reference,2
bips:99,bips:65,body_extracted_regex,reference,1
bips:99,bips:66,body_extracted_regex,reference,2
bips:100,bips:34,body_extracted_regex,reference,1
bips:101,bips:34,body_extracted_regex,reference,1
bips:101,bips:100,body_extracted_regex,reference,2
bips:105,bips:34,body_extracted_regex,reference,3
bips:105,bips:100,body_extracted_regex,reference,1
bips:106,bips:100,body_extracted_regex,reference,1
bips:106,bips:101,body_extracted_regex,reference,1
bips:107,bips:101,body_extracted_regex,reference,1
bips:109,bips:9,body_extracted_regex,reference,1
bips:110,bips:8,body_extracted_regex,reference,2
bips:110,bips:9,body_extracted_regex,reference,9
bips:110,bips:16,body_extracted_regex,reference,3
bips:110,bips:141,body_extracted_regex,reference,1
bips:110,bips:341,body_extracted_regex,reference,3
bips:111,bips:37,body_extracted_regex,reference,3
bips:112,bips:9,body_extracted_regex,reference,7
bips:112,bips:65,body_extracted_regex,reference,3
bips:112,bips:68,body_extracted_regex,reference,9
bips:112,bips:113,body_extracted_regex,reference,3
bips:113,bips:9,body_extracted_regex,reference,7
bips:113,bips:65,body_extracted_regex,reference,3
bips:113,bips:68,body_extracted_regex,reference,4
bips:113,bips:112,body_extracted_regex,reference,4
bips:114,bips:9,body_extracted_regex,reference,2
bips:114,bips:16,body_extracted_regex,reference,2
bips:114,bips:112,body_extracted_regex,reference,4
bips:114,bips:141,body_extracted_regex,reference,10
bips:115,bips:9,body_extracted_regex,reference,6
bips:116,bips:8,body_extracted_regex,reference,7
bips:116,bips:16,body_extracted_regex,reference,3
bips:116,bips:65,body_extracted_regex,reference,3
bips:116,bips:68,body_extracted_regex,reference,3
bips:116,bips:98,body_extracted_regex,reference,4
bips:116,bips:112,body_extracted_regex,reference,3
bips:116,bips:141,body_extracted_regex,reference,5
bips:116,bips:143,body_extracted_regex,reference,4
bips:117,bips:8,body_extracted_regex,reference,7
bips:117,bips:16,body_extracted_regex,reference,5
bips:117,bips:68,body_extracted_regex,reference,3
bips:117,bips:114,body_extracted_regex,reference,5
bips:117,bips:116,body_extracted_regex,reference,6
bips:117,bips:141,body_extracted_regex,reference,7
bips:118,bips:30,body_extracted_regex,reference,2
bips:118,bips:68,body_extracted_regex,reference,2
bips:118,bips:112,body_extracted_regex,reference,2
bips:118,bips:141,body_extracted_regex,reference,1
bips:118,bips:340,body_extracted_regex,reference,10
bips:118,bips:341,body_extracted_regex,reference,20
bips:118,bips:342,body_extracted_regex,reference,22
bips:118,bips:350,body_extracted_regex,reference,2
bips:119,bips:65,body_extracted_regex,reference,1
bips:119,bips:112,body_extracted_regex,reference,1
bips:119,bips:341,body_extracted_regex,reference,2
bips:120,bips:21,body_extracted_regex,reference,3
bips:120,bips:70,body_extracted_regex,reference,5
bips:120,bips:121,body_extracted_regex,reference,3
bips:121,bips:21,body_extracted_regex,reference,6
bips:121,bips:70,body_extracted_regex,reference,1
bips:121,bips:120,body_extracted_regex,reference,2
bips:123,bips:1,body_extracted_regex,reference,1
bips:123,bips:2,body_extracted_regex,reference,1
bips:123,bips:9,body_extracted_regex,reference,1
bips:123,bips:10,body_extracted_regex,reference,1
bips:123,bips:11,body_extracted_regex,reference,1
bips:123,bips:12,body_extracted_regex,reference,1
bips:123,bips:13,body_extracted_regex,reference,1
bips:123,bips:14,body_extracted_regex,reference,1
bips:123,bips:15,body_extracted_regex,reference,1
bips:123,bips:16,body_extracted_regex,reference,1
bips:123,bips:17,body_extracted_regex,reference,1
bips:123,bips:18,body_extracted_regex,reference,1
bips:123,bips:19,body_extracted_regex,reference,1
bips:123,bips:20,body_extracted_regex,reference,1
bips:123,bips:21,body_extracted_regex,reference,1
bips:123,bips:22,body_extracted_regex,reference,1
bips:123,bips:23,body_extracted_regex,reference,1
bips:123,bips:30,body_extracted_regex,reference,1
bips:123,bips:31,body_extracted_regex,reference,1
bips:123,bips:32,body_extracted_regex,reference,1
bips:123,bips:33,body_extracted_regex,reference,1
bips:123,bips:34,body_extracted_regex,reference,1
bips:123,bips:35,body_extracted_regex,reference,1
bips:123,bips:36,body_extracted_regex,reference,1
bips:123,bips:37,body_extracted_regex,reference,1
bips:123,bips:38,body_extracted_regex,reference,1
bips:123,bips:39,body_extracted_regex,reference,1
bips:123,bips:42,body_extracted_regex,reference,1
bips:123,bips:43,body_extracted_regex,reference,1
bips:123,bips:44,body_extracted_regex,reference,1
bips:123,bips:45,body_extracted_regex,reference,1
bips:123,bips:47,body_extracted_regex,reference,1
bips:123,bips:49,body_extracted_regex,reference,1
bips:123,bips:50,body_extracted_regex,reference,1
bips:123,bips:60,body_extracted_regex,reference,1
bips:123,bips:61,body_extracted_regex,reference,1
bips:123,bips:62,body_extracted_regex,reference,1
bips:123,bips:64,body_extracted_regex,reference,1
bips:123,bips:65,body_extracted_regex,reference,1
bips:123,bips:66,body_extracted_regex,reference,1
bips:123,bips:67,body_extracted_regex,reference,1
bips:123,bips:68,body_extracted_regex,reference,1
bips:123,bips:69,body_extracted_regex,reference,1
bips:123,bips:70,body_extracted_regex,reference,1
bips:123,bips:71,body_extracted_regex,reference,1
bips:123,bips:72,body_extracted_regex,reference,1
bips:123,bips:73,body_extracted_regex,reference,1
bips:123,bips:74,body_extracted_regex,reference,1
bips:123,bips:75,body_extracted_regex,reference,1
bips:123,bips:80,body_extracted_regex,reference,1
bips:123,bips:81,body_extracted_regex,reference,1
bips:123,bips:83,body_extracted_regex,reference,1
bips:123,bips:99,body_extracted_regex,reference,1
bips:123,bips:101,body_extracted_regex,reference,1
bips:123,bips:102,body_extracted_regex,reference,1
bips:123,bips:103,body_extracted_regex,reference,1
bips:123,bips:105,body_extracted_regex,reference,1
bips:123,bips:106,body_extracted_regex,reference,1
bips:123,bips:107,body_extracted_regex,reference,1
bips:123,bips:109,body_extracted_regex,reference,1
bips:123,bips:111,body_extracted_regex,reference,1
bips:123,bips:112,body_extracted_regex,reference,1
bips:123,bips:113,body_extracted_regex,reference,1
bips:123,bips:114,body_extracted_regex,reference,1
bips:123,bips:120,body_extracted_regex,reference,1
bips:123,bips:121,body_extracted_regex,reference,1
bips:123,bips:122,body_extracted_regex,reference,1
bips:123,bips:124,body_extracted_regex,reference,1
bips:123,bips:125,body_extracted_regex,reference,1
bips:123,bips:126,body_extracted_regex,reference,1
bips:123,bips:130,body_extracted_regex,reference,1
bips:123,bips:131,body_extracted_regex,reference,1
bips:123,bips:132,body_extracted_regex,reference,1
bips:123,bips:133,body_extracted_regex,reference,1
bips:123,bips:134,body_extracted_regex,reference,1
bips:123,bips:140,body_extracted_regex,reference,1
bips:123,bips:141,body_extracted_regex,reference,1
bips:123,bips:142,body_extracted_regex,reference,1
bips:123,bips:143,body_extracted_regex,reference,1
bips:123,bips:144,body_extracted_regex,reference,1
bips:123,bips:145,body_extracted_regex,reference,1
bips:123,bips:146,body_extracted_regex,reference,1
bips:123,bips:147,body_extracted_regex,reference,1
bips:123,bips:150,body_extracted_regex,reference,1
bips:123,bips:151,body_extracted_regex,reference,1
bips:123,bips:152,body_extracted_regex,reference,1
bips:124,bips:16,body_extracted_regex,reference,3
bips:124,bips:32,body_extracted_regex,reference,6
bips:124,bips:65,body_extracted_regex,reference,3
bips:124,bips:112,body_extracted_regex,reference,3
bips:125,bips:68,body_extracted_regex,reference,1
bips:125,bips:112,body_extracted_regex,reference,1
bips:126,bips:69,body_extracted_regex,reference,4
bips:127,bips:44,body_extracted_regex,reference,1
bips:127,bips:174,body_extracted_regex,reference,4
bips:127,slips:44,body_extracted_regex,reference,1
bips:128,bips:65,body_extracted_regex,reference,4
bips:128,bips:68,body_extracted_regex,reference,4
bips:128,bips:112,body_extracted_regex,reference,2
bips:128,bips:119,body_extracted_regex,reference,2
bips:128,bips:140,body_extracted_regex,reference,2
bips:128,bips:433,body_extracted_regex,reference,2
bips:128,bips:443,body_extracted_regex,reference,2
bips:129,bips:32,body_extracted_regex,reference,2
bips:129,bips:39,body_extracted_regex,reference,2
bips:129,bips:44,body_extracted_regex,reference,1
bips:129,bips:174,body_extracted_regex,reference,2
bips:129,bips:322,body_extracted_regex,reference,4
bips:129,bips:380,body_extracted_regex,reference,2
bips:129,bips:381,body_extracted_regex,reference,2
bips:129,bips:382,body_extracted_regex,reference,2
bips:129,bips:383,body_extracted_regex,reference,2
bips:132,bips:1,body_extracted_regex,reference,3
bips:134,bips:68,body_extracted_regex,reference,1
bips:135,bips:9,body_extracted_regex,reference,20
bips:135,bips:34,body_extracted_regex,reference,1
bips:135,bips:65,body_extracted_regex,reference,1
bips:135,bips:66,body_extracted_regex,reference,1
bips:136,bips:173,body_extracted_regex,reference,2
bips:136,bips:350,body_extracted_regex,reference,2
bips:137,bips:322,body_extracted_regex,reference,2
bips:140,bips:11,body_extracted_regex,reference,3
bips:140,bips:30,body_extracted_regex,reference,2
bips:140,bips:34,body_extracted_regex,reference,2
bips:140,bips:62,body_extracted_regex,reference,6
bips:140,bips:66,body_extracted_regex,reference,5
bips:141,bips:9,body_extracted_regex,reference,5
bips:141,bips:16,body_extracted_regex,reference,11
bips:141,bips:62,body_extracted_regex,reference,4
bips:141,bips:65,body_extracted_regex,reference,2
bips:141,bips:68,body_extracted_regex,reference,2
bips:141,bips:70,body_extracted_regex,reference,2
bips:141,bips:112,body_extracted_regex,reference,2
bips:141,bips:143,body_extracted_regex,reference,8
bips:141,bips:144,body_extracted_regex,reference,6
bips:141,bips:146,body_extracted_regex,reference,2
bips:141,bips:173,body_extracted_regex,reference,2
bips:142,bips:13,body_extracted_regex,reference,5
bips:142,bips:16,body_extracted_regex,reference,3
bips:142,bips:47,body_extracted_regex,reference,1
bips:142,bips:70,body_extracted_regex,reference,3
bips:142,bips:141,body_extracted_regex,reference,5
bips:143,bips:141,body_extracted_regex,reference,3
bips:143,bips:144,body_extracted_regex,reference,3
bips:144,bips:130,body_extracted_regex,reference,1
bips:144,bips:141,body_extracted_regex,reference,2
bips:145,bips:9,body_extracted_regex,reference,4
bips:145,bips:22,body_extracted_regex,reference,4
bips:145,bips:23,body_extracted_regex,reference,5
bips:145,bips:141,body_extracted_regex,reference,8
bips:146,bips:9,body_extracted_regex,reference,6
bips:146,bips:62,body_extracted_regex,reference,2
bips:146,bips:66,body_extracted_regex,reference,6
bips:146,bips:141,body_extracted_regex,reference,3
bips:146,bips:152,body_extracted_regex,reference,2
bips:147,bips:9,body_extracted_regex,reference,6
bips:147,bips:62,body_extracted_regex,reference,2
bips:147,bips:141,body_extracted_regex,reference,4
bips:147,bips:143,body_extracted_regex,reference,1
bips:147,bips:152,body_extracted_regex,reference,2
bips:148,bips:9,body_extracted_regex,reference,5
bips:148,bips:16,body_extracted_regex,reference,4
bips:148,bips:141,body_extracted_regex,reference,3
bips:148,bips:143,body_extracted_regex,reference,3
bips:148,bips:147,body_extracted_regex,reference,3
bips:149,bips:8,body_extracted_regex,reference,5
bips:149,bips:9,body_extracted_regex,reference,6
bips:149,bips:141,body_extracted_regex,reference,4
bips:149,bips:143,body_extracted_regex,reference,4
bips:149,bips:147,body_extracted_regex,reference,4
bips:150,bips:151,body_extracted_regex,reference,7
bips:152,bips:130,body_extracted_regex,reference,3
bips:152,bips:141,body_extracted_regex,reference,3
bips:152,bips:144,body_extracted_regex,reference,3
bips:156,bips:1,body_extracted_regex,reference,1
bips:156,bips:2,body_extracted_regex,reference,1
bips:156,bips:3,body_extracted_regex,reference,1
bips:157,bips:37,body_extracted_regex,reference,10
bips:157,bips:111,body_extracted_regex,reference,2
bips:157,bips:158,body_extracted_regex,reference,2
bips:158,bips:37,body_extracted_regex,reference,2
bips:158,bips:141,body_extracted_regex,reference,1
bips:158,bips:157,body_extracted_regex,reference,5
bips:172,bips:176,body_extracted_regex,reference,4
bips:172,bips:177,body_extracted_regex,reference,3
bips:173,bips:13,body_extracted_regex,reference,2
bips:173,bips:16,body_extracted_regex,reference,1
bips:173,bips:141,body_extracted_regex,reference,6
bips:173,bips:142,body_extracted_regex,reference,2
bips:173,bips:143,body_extracted_regex,reference,2
bips:173,bips:350,body_extracted_regex,reference,2
bips:173,slips:173,body_extracted_regex,reference,2
bips:174,bips:3,body_extracted_regex,reference,1
bips:174,bips:32,body_extracted_regex,reference,10
bips:174,bips:143,body_extracted_regex,reference,1
bips:175,bips:32,body_extracted_regex,reference,12
bips:175,bips:43,body_extracted_regex,reference,4
bips:175,bips:44,body_extracted_regex,reference,3
bips:177,bips:176,body_extracted_regex,reference,4
bips:178,bips:16,body_extracted_regex,reference,1
bips:180,bips:141,body_extracted_regex,reference,2
bips:197,bips:199,body_extracted_regex,reference,1
bips:300,bips:118,body_extracted_regex,reference,2
bips:301,bips:300,body_extracted_regex,reference,1
bips:320,bips:8,body_extracted_regex,reference,3
bips:320,bips:9,body_extracted_regex,reference,3
bips:321,bips:20,body_extracted_regex,reference,1
bips:321,bips:21,body_extracted_regex,reference,6
bips:321,bips:351,body_extracted_regex,reference,2
bips:321,bips:352,body_extracted_regex,reference,2
bips:322,bips:174,body_extracted_regex,reference,10
bips:322,bips:325,body_extracted_regex,reference,1
bips:322,bips:340,body_extracted_regex,reference,2
bips:322,bips:341,body_extracted_regex,reference,2
bips:323,bips:8,body_extracted_regex,reference,1
bips:323,bips:9,body_extracted_regex,reference,1
bips:323,bips:320,body_extracted_regex,reference,2
bips:324,bips:31,body_extracted_regex,reference,2
bips:324,bips:340,body_extracted_regex,reference,4
bips:325,bips:141,body_extracted_regex,reference,3
bips:326,bips:68,body_extracted_regex,reference,3
bips:326,bips:341,body_extracted_regex,reference,3
bips:327,bips:32,body_extracted_regex,reference,10
bips:327,bips:340,body_extracted_regex,reference,19
bips:327,bips:341,body_extracted_regex,reference,10
bips:327,bips:342,body_extracted_regex,reference,2
bips:328,bips:32,body_extracted_regex,reference,3
bips:328,bips:327,body_extracted_regex,reference,2
bips:329,bips:32,body_extracted_regex,reference,3
bips:329,bips:39,body_extracted_regex,reference,1
bips:329,bips:44,body_extracted_regex,reference,1
bips:329,bips:84,body_extracted_regex,reference,1
bips:329,bips:380,body_extracted_regex,reference,3
bips:329,bips:392,body_extracted_regex,reference,1
bips:329,slips:15,body_extracted_regex,reference,3
bips:330,bips:141,body_extracted_regex,reference,1
bips:330,bips:339,body_extracted_regex,reference,2
bips:330,bips:340,body_extracted_regex,reference,2
bips:331,bips:133,body_extracted_regex,reference,2
bips:331,bips:330,body_extracted_regex,reference,1
bips:331,bips:339,body_extracted_regex,reference,1
bips:338,bips:35,body_extracted_regex,reference,1
bips:338,bips:37,body_extracted_regex,reference,6
bips:338,bips:60,body_extracted_regex,reference,2
bips:338,bips:133,body_extracted_regex,reference,1
bips:338,bips:152,body_extracted_regex,reference,2
bips:338,bips:155,body_extracted_regex,reference,1
bips:339,bips:141,body_extracted_regex,reference,3
bips:339,bips:143,body_extracted_regex,reference,1
bips:339,bips:144,body_extracted_regex,reference,2
bips:340,bips:32,body_extracted_regex,reference,4
bips:340,bips:62,body_extracted_regex,reference,2
bips:340,bips:66,body_extracted_regex,reference,2
bips:340,bips:118,body_extracted_regex,reference,2
bips:340,bips:146,body_extracted_regex,reference,2
bips:340,bips:327,body_extracted_regex,reference,2
bips:340,bips:341,body_extracted_regex,reference,2
bips:341,bips:9,body_extracted_regex,reference,2
bips:341,bips:98,body_extracted_regex,reference,2
bips:341,bips:114,body_extracted_regex,reference,2
bips:341,bips:117,body_extracted_regex,reference,2
bips:341,bips:118,body_extracted_regex,reference,2
bips:341,bips:141,body_extracted_regex,reference,4
bips:341,bips:143,body_extracted_regex,reference,4
bips:341,bips:340,body_extracted_regex,reference,21
bips:341,bips:342,body_extracted_regex,reference,9
bips:341,bips:350,body_extracted_regex,reference,3
bips:342,bips:65,body_extracted_regex,reference,2
bips:342,bips:112,body_extracted_regex,reference,2
bips:342,bips:141,body_extracted_regex,reference,6
bips:342,bips:143,body_extracted_regex,reference,1
bips:342,bips:340,body_extracted_regex,reference,8
bips:342,bips:341,body_extracted_regex,reference,23
bips:343,bips:8,body_extracted_regex,reference,12
bips:343,bips:91,body_extracted_regex,reference,1
bips:343,bips:148,body_extracted_regex,reference,5
bips:343,bips:340,body_extracted_regex,reference,3
bips:343,bips:341,body_extracted_regex,reference,3
bips:343,bips:342,body_extracted_regex,reference,2
bips:345,bips:65,body_extracted_regex,reference,2
bips:345,bips:112,body_extracted_regex,reference,2
bips:345,bips:118,body_extracted_regex,reference,1
bips:345,bips:119,body_extracted_regex,reference,5
bips:345,bips:125,body_extracted_regex,reference,2
bips:345,bips:340,body_extracted_regex,reference,2
bips:345,bips:341,body_extracted_regex,reference,2
bips:345,bips:342,body_extracted_regex,reference,2
bips:346,bips:9,body_extracted_regex,reference,1
bips:346,bips:118,body_extracted_regex,reference,8
bips:346,bips:119,body_extracted_regex,reference,6
bips:346,bips:341,body_extracted_regex,reference,1
bips:346,bips:342,body_extracted_regex,reference,2
bips:346,bips:345,body_extracted_regex,reference,2
bips:346,bips:347,body_extracted_regex,reference,2
bips:346,bips:348,body_extracted_regex,reference,5
bips:346,bips:443,body_extracted_regex,reference,2
bips:347,bips:3,body_extracted_regex,reference,2
bips:347,bips:341,body_extracted_regex,reference,2
bips:347,bips:342,body_extracted_regex,reference,2
bips:348,bips:118,body_extracted_regex,reference,4
bips:348,bips:119,body_extracted_regex,reference,3
bips:348,bips:340,body_extracted_regex,reference,6
bips:348,bips:342,body_extracted_regex,reference,5
bips:348,bips:347,body_extracted_regex,reference,3
bips:348,bips:349,body_extracted_regex,reference,3
bips:349,bips:118,body_extracted_regex,reference,1
bips:349,bips:341,body_extracted_regex,reference,3
bips:349,bips:342,body_extracted_regex,reference,3
bips:350,bips:141,body_extracted_regex,reference,3
bips:350,bips:173,body_extracted_regex,reference,9
bips:350,bips:341,body_extracted_regex,reference,1
bips:351,bips:32,body_extracted_regex,reference,7
bips:351,bips:43,body_extracted_regex,reference,2
bips:351,bips:44,body_extracted_regex,reference,3
bips:351,bips:47,body_extracted_regex,reference,5
bips:351,bips:157,body_extracted_regex,reference,2
bips:351,bips:158,body_extracted_regex,reference,3
bips:351,bips:380,body_extracted_regex,reference,1
bips:351,slips:132,body_extracted_regex,reference,1
bips:352,bips:32,body_extracted_regex,reference,8
bips:352,bips:43,body_extracted_regex,reference,4
bips:352,bips:44,body_extracted_regex,reference,4
bips:352,bips:47,body_extracted_regex,reference,1
bips:352,bips:143,body_extracted_regex,reference,2
bips:352,bips:158,body_extracted_regex,reference,6
bips:352,bips:173,body_extracted_regex,reference,6
bips:352,bips:340,body_extracted_regex,reference,4
bips:352,bips:341,body_extracted_regex,reference,13
