edge_type,source,target,value
body_extracted_regex,04,17,1
body_extracted_regex,05,19,1
body_extracted_regex,07,04,1
body_extracted_regex,07,44,1
body_extracted_regex,08,27,1
body_extracted_regex,10,01,1
body_extracted_regex,11,01,1
body_extracted_regex,11,09,1
body_extracted_regex,11,13,1
body_extracted_regex,11,17,1
body_extracted_regex,11,42,1
body_extracted_regex,12,01,1
body_extracted_regex,13,01,1
body_extracted_regex,15,04,1
body_extracted_regex,15,19,1
body_extracted_regex,16,01,1
body_extracted_regex,17,10,1
body_extracted_regex,17,44,1
body_extracted_regex,17,59,1
body_extracted_regex,18,10,1
body_extracted_regex,18,21,1
body_extracted_regex,19,01,1
body_extracted_regex,19,05,1
body_extracted_regex,20,01,1
body_extracted_regex,21,19,1
body_extracted_regex,22,21,1
body_extracted_regex,22,73,1
body_extracted_regex,22,94,1
body_extracted_regex,23,19,1
body_extracted_regex,23,21,1
body_extracted_regex,23,27,1
body_extracted_regex,24,01,1
body_extracted_regex,24,02,1
body_extracted_regex,24,51,1
body_extracted_regex,24,52,1
body_extracted_regex,24,53,1
body_extracted_regex,24,65,1
body_extracted_regex,24,73,1
body_extracted_regex,24,99,1
body_extracted_regex,25,30,1
body_extracted_regex,27,10,1
body_extracted_regex,27,19,1
body_extracted_regex,27,21,1
body_extracted_regex,28,10,1
body_extracted_regex,28,16,1
body_extracted_regex,29,51,1
body_extracted_regex,29,70,1
body_extracted_regex,30,25,1
body_extracted_regex,30,38,1
body_extracted_regex,31,89,1
body_extracted_regex,32,01,1
body_extracted_regex,32,09,1
body_extracted_regex,32,28,1
body_extracted_regex,33,01,1
body_extracted_regex,34,09,1
body_extracted_regex,34,10,1
body_extracted_regex,35,10,1
body_extracted_regex,36,32,1
body_extracted_regex,37,44,1
body_extracted_regex,37,65,1
body_extracted_regex,38,30,1
body_extracted_regex,39,01,1
body_extracted_regex,44,01,1
body_extracted_regex,44,04,1
body_extracted_regex,45,01,1
body_extracted_regex,46,04,1
body_extracted_regex,46,05,1
body_extracted_regex,46,44,1
body_extracted_regex,46,89,1
body_extracted_regex,47,04,1
body_extracted_regex,50,05,1
body_extracted_regex,51,04,1
body_extracted_regex,51,17,1
body_extracted_regex,51,28,1
body_extracted_regex,51,29,1
body_extracted_regex,51,30,1
body_extracted_regex,51,54,1
body_extracted_regex,51,72,1
body_extracted_regex,52,09,1
body_extracted_regex,53,19,1
body_extracted_regex,54,02,1
body_extracted_regex,54,21,1
body_extracted_regex,54,25,1
body_extracted_regex,54,51,1
body_extracted_regex,55,04,1
body_extracted_regex,55,44,1
body_extracted_regex,56,32,1
body_extracted_regex,57,01,1
body_extracted_regex,57,23,1
body_extracted_regex,59,13,1
body_extracted_regex,59,19,1
body_extracted_regex,59,44,1
body_extracted_regex,60,09,1
body_extracted_regex,60,40,1
body_extracted_regex,60,44,1
body_extracted_regex,60,61,1
body_extracted_regex,60,65,1
body_extracted_regex,61,07,1
body_extracted_regex,61,44,1
body_extracted_regex,61,46,1
body_extracted_regex,61,60,1
body_extracted_regex,61,65,1
body_extracted_regex,65,11,1
body_extracted_regex,68,71,1
body_extracted_regex,68,94,1
body_extracted_regex,69,40,1
body_extracted_regex,70,42,1
body_extracted_regex,71,09,1
body_extracted_regex,71,92,1
body_extracted_regex,71,96,1
body_extracted_regex,72,09,1
body_extracted_regex,72,18,1
body_extracted_regex,7D,22,1
body_extracted_regex,84,94,1
body_extracted_regex,86,98,1
body_extracted_regex,89,01,1
body_extracted_regex,89,19,1
body_extracted_regex,89,31,1
body_extracted_regex,90,04,1
body_extracted_regex,90,89,1
body_extracted_regex,92,94,1
body_extracted_regex,94,96,1
body_extracted_regex,96,94,1
body_extracted_regex,96,98,1
body_extracted_regex,99,15,1
body_extracted_regex,99,23,1
body_extracted_regex,99,58,1
